序号,人群,问题分类,问题名称,原理,方法名称,三字经,方法详情,附件,老年人适用时间段,高精质适用时间段,未孕女性适用时间段,"备孕女性
适用时间段","待产女性
适用时间段","产后女性
适用时间段","已育女性
适用时间段"
560,,头发,脱发,\t紧张的情绪和过大的压力是导致白发、脱发的主要因素之一，经常参加感兴趣的休闲娱乐活动，消除精神疲劳，放松心态，对脱发症能起到很好的改善和预防。,涂鸦,陶性情，消疲劳，松身心，缓脱发。,\t给结构复杂的图形图上自己喜欢的颜色，全身心的投入到色彩的时候，就能接近冥想的状态，内心就会变得简单而单纯。,/photo/tuya.jpg,,,,,,休闲4,
561,,头发,脱发,\t紧张的情绪和过大的压力是导致白发、脱发的主要因素之一，经常参加感兴趣的休闲娱乐活动，消除精神疲劳，放松心态，对脱发症能起到很好的改善和预防。,练书法,陶性情，消疲劳，松身心，缓脱发。,\t练书法不仅能带来生理状态的松弛，也能帮助心理状态的宁静，有助于排除不良因素的干扰，达到养心安神、调节平衡的作用。,/photo/gangbizi.jpg,,,,,,休闲3,
562,,头发,脱发,\t紧张的情绪和过大的压力是导致白发、脱发的主要因素之一，经常参加感兴趣的休闲娱乐活动，消除精神疲劳，放松心态，对脱发症能起到很好的改善和预防。,插花,陶性情，消疲劳，松身心，缓脱发。,\t插花是一种很好的修身养性之道，插花时讲究心平气和，神态专注，举止文明、优雅， 提高精神文化素质和艺术修养、陶冶情操的同时，还可美化生活，增加情趣。,/photo/chahua.jpg,,,,,,休闲1,
563,,头发,脱发,\t紧张的情绪和过大的压力是导致白发、脱发的主要因素之一，经常参加感兴趣的休闲娱乐活动，消除精神疲劳，放松心态，对脱发症能起到很好的改善和预防。,做手工,陶性情，消疲劳，松身心，缓脱发。,\t在做手工时需要聚精会神、专心致志，可排除杂念和消除不良情绪，净化人的心灵，产生愉悦、乐观的精神状态。,/photo/zuoshougong1.jpg,,,,,,休闲3,
564,,皮肤,皮肤暗黄,\t保持愉快乐观的精神，不但可以远离疾病，而且容颜可以变得靓丽许多。,开怀大笑,开怀笑，心情好，防疾病，靓容颜。,\t微笑的时候，大脑中会释放具有阵痛作用的激素—内啡肽，即便不是发自内心的微笑，做出笑的表情同样能起到平缓情绪的效果。,/photo/daxiao.jpg,,,,,,休闲1,
565,,精神,精气神,\t用微笑铸造精气神。,微笑,常微笑，心情好，缓压力，精神足。,\t医学研究表明，笑可以刺激人体分泌多巴胺，使人产生欣喜和欢乐感，可以起到缓解压力，释放精神的作用。,/photo/daxiao.jpg,,,,,,休闲1,
566,,精神,精气神,\t培养广泛的兴趣爱好，不仅增加生活情趣，还能修身养性、陶冶情操、养心怡神。,练书法,培兴趣，增情趣，陶情操，养心神。,\t练习书法过程中，陶冶性情的同时还能锻炼身体。当完成一幅满意的作品，会产生一种成功喜悦之感，有益身心健康。,/photo/lainshufa.jpg,,,,,,休闲3,
567,,精神,精气神,\t培养广泛的兴趣爱好，不仅增加生活情趣，还能修身养性、陶冶情操、养心怡神。,插花,培兴趣，增情趣，陶情操，养心神。,\t插花是一种很好的修身养性之道，插花时讲究心平气和，神态专注，举止文明、优雅， 提高精神文化素质和艺术修养、陶冶情操的同时，还可美化生活，增加情趣。,/photo/chahua.jpg,,,,,,休闲2（周末）,
568,,精神,精气神,\t培养广泛的兴趣爱好，不仅增加生活情趣，还能修身养性、陶冶情操、养心怡神。,唱歌,培兴趣，增情趣，陶情操，养心神。,\t唱歌时大脑释放的激素，能促进身心愉快，提高免疫能力，是最好的“保健药”。,/photo/changge1.jpg,,,,,,休闲3,
569,,精神,精气神,\t读书能增长知识，陶冶性情，找到精神寄托。医学专家认为无论阅读或朗诵，都有增强肺功能之效，且能活跃思维，是一种健身强脑的"良药"。,读书,常读书，获知识，增情趣，愉身心。,\t读书可以说是最简单、消费最低的放松的方式，抛开所有烦恼，沉浸在书的世界，不仅可以放松身心，还可以使人增加知识和乐趣。,/photo/kanshu.png,,,,,,休闲4,
570,,精神,自卑感,\t利用积极的言语、行为进行自我暗示，是用心理学中的潜意识来训练自己重拾自信的好方法。,言语暗示,常暗示，正能量，塑自信，效果佳。,\t将头慢慢向后转，然后向前，直到你的下颌贴到你的胸前；先将你的下颌松弛—下，并摇头1钟，接着抬起头，将两手掌放置在面颊上并将头尽量向后转数秒钟。之后直起头对着镜子看自己，同时给面部肌肉一些肯定的暗示：“我是最棒的，我接纳自己。”,/photo/yanyuanshi.jpg,,,,,,休闲1,
571,,精神,自卑感,\t利用积极的言语、行为进行自我暗示，是用心理学中的潜意识来训练自己重拾自信的好方法。,行为暗示,常暗示，正能量，塑自信，效果佳。,\t抬头挺胸快速走路，会给自己一个提示：我是一个重要的人，要去做重要的事情。这种提示会给自己一种心理暗示，帮助自己建立起超凡的信心。,/photo/xingweianshi.jpg,,,,,,休闲1（周末）,
572,,精神,自卑感,\t写日记是一个很好的发泄渠道。美国国立卫生院调查显示，写日记可减轻心理压力。,写日记,写日记，易发泄，减压力，助分析。,\t当产生不开心的事情时，通过把心情写在日记里，可以宣泄不良情绪，也有助于分析事情的前因后果。,/photo/xieriji.jpg,,,,,,休闲2（工作日）,
573,,精神,自卑感,\t微笑能给人自信，它是医治信心不足的良药。,微笑,常微笑，缓情绪，减痛苦，信心足。,\t微笑的时候，大脑中会释放具有阵痛作用的激素—内啡肽，即便不是发自内心的微笑，做出笑的表情同样能起到平缓情绪的效果。,/photo/daxiao.jpg,,,,,,休闲1,
574,,精神,自卑感,\t美国心理学家表示，照镜子能给人信心。,照镜子,常照镜，眉眼笑，多鼓励，有信心。,\t闲暇时，不妨多照照镜子，看着自己的眼睛，微笑地告诉自己“你看上去真棒”，或想开心的事，体会与心灵对话的美好感觉。,/photo/zhaojingzi.jpg,,,,,,休闲2,
575,,精神,自卑感,\t多做开阔心身的活动，当人积累了足够多的积极的行动之后，人也会自觉的变得积极起来，消极的情绪自然会得到舒缓。,阅读,多活动，常积累，变积极，排消极。,\t读书可以说是最简单、消费最低的放松的方式，抛开所有烦恼，沉浸在书的世界，不仅可以放松身心，还可以使人增加知识和乐趣。,/photo/kanshu.jpg,,,,,,休闲4,
576,,精神,自卑感,\t多做开阔心身的活动，当人积累了足够多的积极的行动之后，人也会自觉的变得积极起来，消极的情绪自然会得到舒缓。,唱歌,多活动，常积累，变积极，排消极。,\t唱歌时大脑释放的激素，能促进身心愉快，提高免疫能力，是最好的“保健药”。,/photo/changge11.jpg,,,,,,休闲3,
577,,精神,自卑感,\t多做开阔心身的活动，当人积累了足够多的积极的行动之后，人也会自觉的变得积极起来，消极的情绪自然会得到舒缓。,练书法,多活动，常积累，变积极，排消极。,\t练书法不仅能带来生理状态的松弛，也能帮助心理状态的宁静，有助于排除不良因素的干扰，达到养心安神、调节平衡的作用。,/photo/gangbizi.jpg,,,,,,休闲1,
578,,精神,自卑感,\t多做开阔心身的活动，当人积累了足够多的积极的行动之后，人也会自觉的变得积极起来，消极的情绪自然会得到舒缓。,涂鸦,多活动，常积累，变积极，排消极。,\t给结构复杂的图形图上自己喜欢的颜色，全身心的投入到色彩的时候，就能接近冥想的状态，内心就会变得简单而单纯。,/photo/tuya.jpg,,,,,,休闲2（周末）,
579,,精神,自卑感,\t多做开阔心身的活动，当人积累了足够多的积极的行动之后，人也会自觉的变得积极起来，消极的情绪自然会得到舒缓。,看电影,多活动，常积累，变积极，排消极。,\t电影能牵动人的情绪，其中的情节可令人产生共鸣，甚至能帮助人解开心中的郁结，疗愈一直隐藏在心底的创伤。,/photo/kandianying1.jpg,,,,,,休闲3,
580,,精神,自卑感,\t多做开阔心身的活动，当人积累了足够多的积极的行动之后，人也会自觉的变得积极起来，消极的情绪自然会得到舒缓。,做手工,多活动，常积累，变积极，排消极。,\t在做手工时需要聚精会神、专心致志，可排除杂念和消除不良情绪，净化人的心灵，产生愉悦、乐观的精神状态。,/photo/zuoshougong1.jpg,,,,,,休闲1（周末）,
581,,精神,孤独感,\t培养广泛的兴趣爱好，能陶冶性情、消除抑郁、保持心情愉悦，重燃对生活的热情。,读书,培兴趣，陶怡情，消抑郁，心愉悦。,\t读书能增长知识，陶冶性情，找到精神寄托。悉心捧读一本好书，自可领略书中深邃的意境，实属妙不可言。医学专家认为无论阅读或朗诵，都有增强肺功能之效，且能活跃思维，是一种健身强脑的"良药"。,/photo/kanshu.jpg,,,,,,休闲1,
582,,精神,空虚感,\t培养广泛的兴趣爱好，使生活充实起来，能陶冶性情、消除抑郁、保持心情愉悦。,赏画,培兴趣，使充实，消抑郁，愉身心。,\t赏画除了能开阔心胸和眼界、调节心情、减少烦躁和焦虑外，还可通过欣赏绘画作品的特点和画技，增强人大脑的活跃度，起到一定预防痴呆的作用。,/photo/huazhan.jpg,,,,,,休闲1（周末）,
583,,精神,空虚感,\t培养广泛的兴趣爱好，使生活充实起来，能陶冶性情、消除抑郁、保持心情愉悦。,练书法,培兴趣，使充实，消抑郁，愉身心。,\t练习书法过程中，陶冶性情的同时还能锻炼身体。当完成一幅满意的作品，会产生一种成功喜悦之感，有益身心健康。,/photo/lianshufa.jpg,,,,,,休闲2（周末）,
584,,精神,空虚感,\t培养广泛的兴趣爱好，使生活充实起来，能陶冶性情、消除抑郁、保持心情愉悦。,绘画,培兴趣，使充实，消抑郁，愉身心。,\t书画是一种高尚的爱好和兴趣，它们都有着形象美、情境美和笔端墨趣，可供欣赏和享受。它可以陶冶人的感情，可以使人的业余时间、老年生活更允实，更有意义。,/photo/huihua.jpg,,,,,,休闲3,
585,,精神,空虚感,\t培养广泛的兴趣爱好，使生活充实起来，能陶冶性情、消除抑郁、保持心情愉悦。,插花,培兴趣，使充实，消抑郁，愉身心。,\t插花是一种很好的修身养性之道，插花时讲究心平气和，神态专注，举止文明、优雅， 提高精神文化素质和艺术修养、陶冶情操的同时，还可美化生活，增加情趣。,/photo/chahua.jpg,,,,,,休闲1,
586,,精神,空虚感,\t培养广泛的兴趣爱好，使生活充实起来，能陶冶性情、消除抑郁、保持心情愉悦。,涂鸦,培兴趣，使充实，消抑郁，愉身心。,\t给结构复杂的图形图上自己喜欢的颜色，全身心的投入到色彩的时候，就能接近冥想的状态，内心就会变得简单而单纯。,/photo/tuya.jpg,,,,,,休闲2,
587,,精神,空虚感,\t读书可以说是最简单、消费最低的放松的方式，抛开所有烦恼，沉浸在书的世界，不仅可以放松身心，还可以使人增加知识和乐趣。,读书,常读书，获知识，增情趣，愉身心。,\t读书是填补空虚的良方。读书能使人找到解决问题的钥匙，使人从寂寞与空虚中解脱出来。读书越多，知识越丰富，生活也就越充实。,/photo/kanshu.jpg,,,,,,休闲4,
588,,精神,焦虑感,\t焦虑、不安时，头脑中会产生强烈的兴奋灶，此时不妨去做一些平时感兴趣的事，寻找一些“新颖刺激”，让新的兴奋灶冲淡或抵消原有不良情绪。,养花草,多参与，有趣事，乐享受，消抑郁。,\t当感到焦虑不安时，可以放下手头的工作和事情，给花草浇浇水、施施肥、剪剪枝，泥土的芬芳和花草的清香能缓解紧张和压力。,/photo/yanghuacao.jpg,,,,,,休闲1（周末）,
589,,精神,焦虑感,\t焦虑、不安时，头脑中会产生强烈的兴奋灶，此时不妨去做一些平时感兴趣的事，寻找一些“新颖刺激”，让新的兴奋灶冲淡或抵消原有不良情绪。,绘画,多参与，有趣事，乐享受，消抑郁。,\t研究表明，人在绘画时心跳、血压、呼吸等生理活动降低，心理得到净化，负性情绪得以改善。,/photo/huihua.jpg,,,,,,休闲2（周末）,
590,,精神,焦虑感,\t焦虑、不安时，头脑中会产生强烈的兴奋灶，此时不妨去做一些平时感兴趣的事，寻找一些“新颖刺激”，让新的兴奋灶冲淡或抵消原有不良情绪。,看电影,多参与，有趣事，乐享受，消抑郁。,\t电影情节能牵动人的情绪，其中的情节可令人产生共鸣，甚至能帮助人解开心中的郁结，释放心中的负面情绪。,/photo/kandianying1.jpg,,,,,,休闲3,
